question,answer,gt_context,gt_file,distractor_context,distractor_answer,distractor_file
현재 미국 소아마취에서 투명액 금식 시간에 관한 ASA 가이드라인은 어떻게 적용되고 있나요?,"##Reason: 문서의 ##begin_quote## The American Society of Anesthesiology (ASA) guidelines suggest 2/4/6 h for fasting for clear liquids, breast-milk and light meals, respectively ##end_quote## 및 ##begin_quote## in the United States, nationwide anesthesia departments follow the current ASA guidelines on clear liquid fasting of two hours prior to anesthesia ##end_quote## 라는 설명에 따르면, 미국에서는 전신마취 전 투명액 금식 시간을 2시간으로 권고하고 있으며, 대부분의 마취과에서 이를 따르고 있습니다.
<ANSWER>: 미국 소아마취에서는 투명액 금식 시간을 마취 시작 2시간 전으로 제한하는 ASA 가이드라인이 적용되고 있습니다.","['The American Society of Anesthesiology (ASA) guidelines suggest 2/4/6 h for fasting for clear liquids, breast-milk and light meals, respectively [1].', 'in the United States, nationwide anesthesia departments follow the current ASA guidelines on clear liquid fasting of two hours prior to anesthesia.']",apm-21025.md,"['The majority of anesthesiologists were willing to induce anesthesia via mask (72%) in children who were NPO for clear liquids for at least 105 min and intravenously (84%) if they were NPO for clear liquids for at least 90 min.', 'about 50% of the anesthesia attendings would not perform a mask induction on patients who fasted ""only"" one hour for clear liquids. This practice is in compliance with the current ASA guidelines recommending an NPO time of two hours for clear liquids.']","##Reason: 문서의 ##begin_quote## The majority of anesthesiologists were willing to induce anesthesia via mask (72%) in children who were NPO for clear liquids for at least 105 min and intravenously (84%) if they were NPO for clear liquids for at least 90 min ##end_quote## 및 ##begin_quote## about 50% of the anesthesia attendings would not perform a mask induction on patients who fasted ""only"" one hour for clear liquids ##end_quote## 라는 설명에 따르면, 임상의들은 투명액 금식 시간이 90~105분 이상일 때 정맥 또는 마스크 마취 유도를 수용하는 경향이 있으나, 1시간 금식만으로는 절반 이상이 마스크 유도를 꺼려합니다.
<ANSWER>: 대부분의 임상의들은 투명액 금식 시간이 90~105분 이상일 경우 정맥 또는 마스크 마취 유도를 시행할 수 있다고 인식하지만, 1시간 금식만으로는 절반 이상이 마스크 유도를 꺼려합니다.",apm-21025.md
소아 환자에서 투명액 금식 시간을 도착 시간 기준이 아닌 예정된 'in room time' 기준으로 계산할 때의 임상적 이점은 무엇인가요?,"##Reason: 문서의 ##begin_quote## the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h ##end_quote## 및 ##begin_quote## we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time ##end_quote## 라는 설명에 따르면, 도착 시간 기준으로 금식 시간을 계산하면 불필요하게 금식 시간이 길어질 수 있으므로, 예정된 'in room time' 기준으로 계산하면 과도한 금식을 줄이고 환자의 안전과 편안함을 증진할 수 있습니다.
<ANSWER>: 투명액 금식 시간을 예정된 'in room time' 기준으로 계산하면 불필요한 금식 연장을 방지하여 환자의 탈수, 저혈압, 불편감 등 부작용을 줄일 수 있습니다.","['First, the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h.', 'we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time.', 'this additional time buffer is not justified. As a first step, we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time.']",apm-21025.md,"['The number of patients allowed to drink clear liquids after 7 AM until their instructed NPO time was 3,084 patients.', 'The median instructed NPO time for clear liquids was 3:20 h (0:10; 2:00-23:55 h) and the median effective NPO time was 5:14 h (7:39; 1:43-23:38 h).', 'Parental NPO compliance (as defined in the methods section) was calculated and showed a median deviation of clear liquid intake of 0:55 h (8:30; 0:00-18:30 h).', 'A detailed analysis revealed 42% of patients drank clear liquids within 0:30 h prior to the instructed NPO time, 53.7% within 1:00 h prior and 64.3% within 2:00 h prior. Over 30% of the patients allowed to drink clear liquids after 7 AM on the day of surgery had an NPO time for clear liquids longer than 4:00 h.']","##Reason: 문서의 ##begin_quote## The median instructed NPO time for clear liquids was 3:20 h ... and the median effective NPO time was 5:14 h ##end_quote## 및 ##begin_quote## 42% of patients drank clear liquids within 0:30 h prior to the instructed NPO time, 53.7% within 1:00 h prior and 64.3% within 2:00 h prior. Over 30% of the patients ... had an NPO time for clear liquids longer than 4:00 h ##end_quote## 라는 설명에 따르면, 실제 금식 시간이 지침보다 길어지는 경우가 많으며, 보호자 준수율도 절반 정도에 그칩니다.
<ANSWER>: 오전 7시 이후 투명액 섭취가 허용된 소아 환자에서 실제 금식 시간의 중앙값은 5시간 14분으로, 지침보다 길었으며, 보호자의 53.7%만이 1시간 이내에 투명액을 섭취시켰고, 30% 이상은 4시간 이상 금식하였습니다.",apm-21025.md
소아 환자 보호자의 투명액 금식 지침 준수율을 높이기 위해 권장되는 NPO 안내문 작성 방식은 무엇인가요?,"##Reason: 문서의 ##begin_quote## The use of punative statements in NPO instructions should be avoided ##end_quote## 및 ##begin_quote## we recommend changing our NPO instructions to encourage or even advocate for the intake of clear liquids at the instructed time ##end_quote##, 그리고 ##begin_quote## Highlighting the benefits of clear liquid intake (less thirst and anxiety, better behavior and more comfort) to the parents will support their NPO compliance ##end_quote## 라는 설명에 따르면, 처벌적 문구 대신 긍정적이고 권장하는 표현을 사용하고, 투명액 섭취의 이점을 강조하는 안내문이 보호자의 준수율을 높이는 데 효과적입니다.
<ANSWER>: 보호자에게 투명액 섭취의 이점을 강조하고, 처벌적 문구 대신 적극적으로 권장하는 긍정적인 NPO 안내문을 사용하는 것이 준수율을 높이는 데 도움이 됩니다.","['The use of punative statements in NPO instructions should be avoided.', 'Thus, we recommend changing our NPO instructions to encourage or even advocate for the intake of clear liquids at the instructed time.', 'Highlighting the benefits of clear liquid intake (less thirst and anxiety, better behavior and more comfort [20,23-25]) to the parents will support their NPO compliance.', 'Fig. 2 shows an example of an encouraging NPO instructions suggested by the task force for implementation at our institution.']",apm-21025.md,"['First, the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h.', 'we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time.', 'this additional time buffer is not justified. As a first step, we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time.']","##Reason: 문서의 ##begin_quote## the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h ##end_quote## 및 ##begin_quote## we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time ##end_quote## 라는 설명에 따르면, 도착 시간 기준으로 금식 시간을 계산하면 불필요하게 금식 시간이 길어질 수 있으므로, 예정된 'in room time' 기준으로 계산하면 과도한 금식을 줄이고 환자의 안전과 편안함을 증진할 수 있습니다.
<ANSWER>: 투명액 금식 시간을 예정된 'in room time' 기준으로 계산하면 불필요한 금식 연장을 방지하여 환자의 탈수, 저혈압, 불편감 등 부작용을 줄일 수 있습니다.",apm-21025.md
소아 환자에서 투명액 금식 시간이 2시간보다 짧을 때 마취 유도(정맥 또는 마스크)를 시행할 수 있는 최소 금식 시간에 대한 임상의들의 인식은 어떠한가요?,"##Reason: 문서의 ##begin_quote## The majority of anesthesiologists were willing to induce anesthesia via mask (72%) in children who were NPO for clear liquids for at least 105 min and intravenously (84%) if they were NPO for clear liquids for at least 90 min ##end_quote## 및 ##begin_quote## about 50% of the anesthesia attendings would not perform a mask induction on patients who fasted ""only"" one hour for clear liquids ##end_quote## 라는 설명에 따르면, 임상의들은 투명액 금식 시간이 90~105분 이상일 때 정맥 또는 마스크 마취 유도를 수용하는 경향이 있으나, 1시간 금식만으로는 절반 이상이 마스크 유도를 꺼려합니다.
<ANSWER>: 대부분의 임상의들은 투명액 금식 시간이 90~105분 이상일 경우 정맥 또는 마스크 마취 유도를 시행할 수 있다고 인식하지만, 1시간 금식만으로는 절반 이상이 마스크 유도를 꺼려합니다.","['The majority of anesthesiologists were willing to induce anesthesia via mask (72%) in children who were NPO for clear liquids for at least 105 min and intravenously (84%) if they were NPO for clear liquids for at least 90 min.', 'about 50% of the anesthesia attendings would not perform a mask induction on patients who fasted ""only"" one hour for clear liquids. This practice is in compliance with the current ASA guidelines recommending an NPO time of two hours for clear liquids.']",apm-21025.md,"['First, the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h.', 'the majority of cases start with a delay and therefore, this additional time buffer is not justified.', 'only a minority of patients come in the OR earlier than scheduled and a majority of patients do not drink clear liquids up to the time they are allowed.']","##Reason: 문서의 ##begin_quote## the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h ##end_quote## 및 ##begin_quote## a majority of patients do not drink clear liquids up to the time they are allowed ##end_quote## 라는 설명에 따르면, 도착 시간 기준의 금식 지침과 보호자 및 환아가 허용된 시간까지 투명액을 충분히 섭취하지 않는 점이 주요 원인입니다.
<ANSWER>: 투명액 금식 시간이 실제로 권고 시간보다 길어지는 주요 원인은 도착 시간 기준의 금식 지침과 보호자 및 환아의 불충분한 투명액 섭취입니다.",apm-21025.md
소아 환자에서 투명액 금식 시간이 실제로 권고 시간보다 길어지는 주요 원인은 무엇인가요?,"##Reason: 문서의 ##begin_quote## the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h ##end_quote## 및 ##begin_quote## a majority of patients do not drink clear liquids up to the time they are allowed ##end_quote## 라는 설명에 따르면, 도착 시간 기준의 금식 지침과 보호자 및 환아가 허용된 시간까지 투명액을 충분히 섭취하지 않는 점이 주요 원인입니다.
<ANSWER>: 투명액 금식 시간이 실제로 권고 시간보다 길어지는 주요 원인은 도착 시간 기준의 금식 지침과 보호자 및 환아의 불충분한 투명액 섭취입니다.","['First, the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h.', 'the majority of cases start with a delay and therefore, this additional time buffer is not justified.', 'only a minority of patients come in the OR earlier than scheduled and a majority of patients do not drink clear liquids up to the time they are allowed.']",apm-21025.md,"['For patients unable to tolerate prolonged NPO times (e.g., neonates), these cases should be scheduled as first case in the morning to minimize the risk of delayed case start.']","##Reason: 문서의 ##begin_quote## For patients unable to tolerate prolonged NPO times (e.g., neonates), these cases should be scheduled as first case in the morning to minimize the risk of delayed case start ##end_quote## 라는 설명에 따르면, 장시간 금식이 어려운 환자는 아침 첫 번째 수술로 배정하는 것이 바람직합니다.
<ANSWER>: 신생아 등 장시간 금식을 견디기 어려운 소아 환자는 아침 첫 번째 수술로 스케줄을 조정하는 것이 바람직합니다.",apm-21025.md
소아 환자에서 투명액 금식 시간 단축을 위해 병원에서 도입할 수 있는 실질적인 개선 방안은 무엇인가요?,"##Reason: 문서의 ##begin_quote## we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time ##end_quote##, ##begin_quote## Parents should be advised to give their child something to drink at the instructed time even if they have to wake up their child ##end_quote##, 그리고 ##begin_quote## Use readily available anesthesia diet orders in the electronic medical record for placing the NPO orders. This will increase adherence and cause less calculation mistakes ##end_quote## 라는 설명에 따르면, 금식 지침을 'in room time' 기준으로 변경하고, 보호자에게 적극적으로 투명액 섭취를 권장하며, 전산 시스템을 활용한 표준화된 NPO 오더 사용이 실질적 개선 방안입니다.
<ANSWER>: 투명액 금식 시간 단축을 위해서는 'in room time' 기준의 금식 지침 적용, 보호자 대상 적극적 권장, 전산 시스템을 통한 표준화된 NPO 오더 사용 등이 효과적인 개선 방안입니다.","['we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time.', 'Parents should be advised to give their child something to drink at the instructed time even if they have to wake up their child.', 'Use readily available anesthesia diet orders in the electronic medical record for placing the NPO orders. This will increase adherence and cause less calculation mistakes.', 'With regards to the NPO instructions, we use clear verbiage on our internet website, as well as on the paperwork handed out to families during the pre-anesthesia visit. It is of great importance to go through these instructions in detail with the family and actively encourage them to give fluids up to the allowed time.']",apm-21025.md,"['First, the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h.', 'the majority of cases start with a delay and therefore, this additional time buffer is not justified.', 'only a minority of patients come in the OR earlier than scheduled and a majority of patients do not drink clear liquids up to the time they are allowed.']","##Reason: 문서의 ##begin_quote## the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h ##end_quote## 및 ##begin_quote## a majority of patients do not drink clear liquids up to the time they are allowed ##end_quote## 라는 설명에 따르면, 도착 시간 기준의 금식 지침과 보호자 및 환아가 허용된 시간까지 투명액을 충분히 섭취하지 않는 점이 주요 원인입니다.
<ANSWER>: 투명액 금식 시간이 실제로 권고 시간보다 길어지는 주요 원인은 도착 시간 기준의 금식 지침과 보호자 및 환아의 불충분한 투명액 섭취입니다.",apm-21025.md
수술 당일 오전 7시 이후 투명액 섭취가 허용된 소아 환자에서 실제 투명액 금식 시간과 보호자 준수율은 어떠한가요?,"##Reason: 문서의 ##begin_quote## The median instructed NPO time for clear liquids was 3:20 h ... and the median effective NPO time was 5:14 h ##end_quote## 및 ##begin_quote## 42% of patients drank clear liquids within 0:30 h prior to the instructed NPO time, 53.7% within 1:00 h prior and 64.3% within 2:00 h prior. Over 30% of the patients ... had an NPO time for clear liquids longer than 4:00 h ##end_quote## 라는 설명에 따르면, 실제 금식 시간이 지침보다 길어지는 경우가 많으며, 보호자 준수율도 절반 정도에 그칩니다.
<ANSWER>: 오전 7시 이후 투명액 섭취가 허용된 소아 환자에서 실제 금식 시간의 중앙값은 5시간 14분으로, 지침보다 길었으며, 보호자의 53.7%만이 1시간 이내에 투명액을 섭취시켰고, 30% 이상은 4시간 이상 금식하였습니다.","['The number of patients allowed to drink clear liquids after 7 AM until their instructed NPO time was 3,084 patients.', 'The median instructed NPO time for clear liquids was 3:20 h (0:10; 2:00-23:55 h) and the median effective NPO time was 5:14 h (7:39; 1:43-23:38 h).', 'Parental NPO compliance (as defined in the methods section) was calculated and showed a median deviation of clear liquid intake of 0:55 h (8:30; 0:00-18:30 h).', 'A detailed analysis revealed 42% of patients drank clear liquids within 0:30 h prior to the instructed NPO time, 53.7% within 1:00 h prior and 64.3% within 2:00 h prior. Over 30% of the patients allowed to drink clear liquids after 7 AM on the day of surgery had an NPO time for clear liquids longer than 4:00 h.']",apm-21025.md,"['First, the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h.', 'we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time.', 'this additional time buffer is not justified. As a first step, we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time.']","##Reason: 문서의 ##begin_quote## the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h ##end_quote## 및 ##begin_quote## we strongly recommend NPO instructions based on the scheduled ""in room time"" and not on the instructed hospital arrival time ##end_quote## 라는 설명에 따르면, 도착 시간 기준으로 금식 시간을 계산하면 불필요하게 금식 시간이 길어질 수 있으므로, 예정된 'in room time' 기준으로 계산하면 과도한 금식을 줄이고 환자의 안전과 편안함을 증진할 수 있습니다.
<ANSWER>: 투명액 금식 시간을 예정된 'in room time' 기준으로 계산하면 불필요한 금식 연장을 방지하여 환자의 탈수, 저혈압, 불편감 등 부작용을 줄일 수 있습니다.",apm-21025.md
신생아 등 장시간 금식을 견디기 어려운 소아 환자의 수술 스케줄은 어떻게 조정하는 것이 바람직한가요?,"##Reason: 문서의 ##begin_quote## For patients unable to tolerate prolonged NPO times (e.g., neonates), these cases should be scheduled as first case in the morning to minimize the risk of delayed case start ##end_quote## 라는 설명에 따르면, 장시간 금식이 어려운 환자는 아침 첫 번째 수술로 배정하는 것이 바람직합니다.
<ANSWER>: 신생아 등 장시간 금식을 견디기 어려운 소아 환자는 아침 첫 번째 수술로 스케줄을 조정하는 것이 바람직합니다.","['For patients unable to tolerate prolonged NPO times (e.g., neonates), these cases should be scheduled as first case in the morning to minimize the risk of delayed case start.']",apm-21025.md,"['First, the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h.', 'the majority of cases start with a delay and therefore, this additional time buffer is not justified.', 'only a minority of patients come in the OR earlier than scheduled and a majority of patients do not drink clear liquids up to the time they are allowed.']","##Reason: 문서의 ##begin_quote## the NPO instruction are based on arrival time and thus cause a median lengthening in NPO times for clear liquids by 1:20 h ##end_quote## 및 ##begin_quote## a majority of patients do not drink clear liquids up to the time they are allowed ##end_quote## 라는 설명에 따르면, 도착 시간 기준의 금식 지침과 보호자 및 환아가 허용된 시간까지 투명액을 충분히 섭취하지 않는 점이 주요 원인입니다.
<ANSWER>: 투명액 금식 시간이 실제로 권고 시간보다 길어지는 주요 원인은 도착 시간 기준의 금식 지침과 보호자 및 환아의 불충분한 투명액 섭취입니다.",apm-21025.md
소아 환자에서 투명액 금식 시간 단축과 관련된 국제적 추세 및 근거는 무엇인가요?,"##Reason: 문서의 ##begin_quote## current evidence showing that one hour of clear liquid fasting is not associated with increased incidence of aspiration ##end_quote## 및 ##begin_quote## recently published consensus statements from international anesthesia societies recommending clear liquid intake up to one hour prior to anesthesia ##end_quote## 라는 설명에 따르면, 최근 연구와 국제적 합의는 투명액 금식 시간을 1시간까지 단축해도 흡인 위험이 증가하지 않음을 근거로 하고 있습니다.
<ANSWER>: 최근 국제적 추세는 투명액 금식 시간을 1시간까지 단축하는 것이 안전하다는 근거에 기반하여, 여러 국제 마취학회에서 1시간 전까지 투명액 섭취를 권고하고 있습니다.","['This step of reducing the fasting time for clear liquids to one hour was justified by the current evidence showing that one hour of clear liquid fasting is not associated with increased incidence of aspiration [10-14].', 'Presently, this regimen is corroborated by recently published consensus statements from international anesthesia societies recommending clear liquid intake up to one hour prior to anesthesia [15-18].']",apm-21025.md,"['소아의 마취 전 금식 시간은 투여한 음식 종류에 따라 다르며, 맑은 액체는 2시간, 모유는 4시간, 분유나 고형식은 6시간 금식이 필요하다.', '적절한 금식 시간 준수는 흡인 위험을 줄이는 데 중요하다.']","##Reason: 문서의 ##begin_quote## 소아의 마취 전 금식 시간은 투여한 음식 종류에 따라 다르며, 맑은 액체는 2시간, 모유는 4시간, 분유나 고형식은 6시간 금식이 필요하다 ##end_quote## 라는 내용을 근거로 금식 시간을 결정합니다.
<ANSWER>: 소아에서 마취 전 금식 시간은 맑은 액체 2시간, 모유 4시간, 분유나 고형식 6시간으로 결정해야 합니다.",apm-24134.md
소아 환자에서 마취 전 불안 감소를 위해 이상적인 프리메디케이션 약물의 조건은 무엇인가요?,"##Reason: 문서에 따르면 ##begin_quote## An ideal premedication drug should result in a sedated child to allow easy separation of a child from the parents, facilitating smooth induction of anesthesia and a pleasant perioperative experience for both children and parents ##end_quote## 라고 하였으며, 이는 소아의 불안 감소와 수술 후 행동 문제 최소화에 도움이 된다고 설명합니다.
<ANSWER>: 이상적인 프리메디케이션 약물은 소아가 진정되어 부모와의 분리가 용이하고, 마취 유도가 원활하며, 수술 전후 경험이 긍정적으로 유지될 수 있도록 해야 합니다.","['An ideal premedication drug should result in a sedated child to allow easy separation of a child from the parents, facilitating smooth induction of anesthesia and a pleasant perioperative experience for both children and parents.', 'The reduction in preoperative anxiety and distress in children is not only an ethical imperative but also helpful in minimizing postoperative behavioral problems with the aid of a suitable premedication.']",apm-21081.md,"['Caudal block is a common anesthetic option for pediatric patients undergoing sub-umbilical surgery.', 'Surgery under caudal block in conjunction with sedation may be safe in terms of maintaining spontaneous breathing and avoiding complications associated with general anesthesia.', 'Specifically, caudal block under sedation has been considered effective in high-risk patients such as neonates and infants.', 'Sedation with caudal block can alleviate the need for endotracheal intubation and may avoid subsequent postoperative complications such as sore throat, hoarseness, and dysphasia.', 'In neonates and infants in particular, this technique may be more effective than general anesthesia for maintaining spontaneous breathing and attenuating the risk of postoperative apnea and hypoxemia.']","##Reason: 문서의 ##begin_quote## Surgery under caudal block in conjunction with sedation may be safe in terms of maintaining spontaneous breathing and avoiding complications associated with general anesthesia. Specifically, caudal block under sedation has been considered effective in high-risk patients such as neonates and infants. Sedation with caudal block can alleviate the need for endotracheal intubation and may avoid subsequent postoperative complications such as sore throat, hoarseness, and dysphasia. In neonates and infants in particular, this technique may be more effective than general anesthesia for maintaining spontaneous breathing and attenuating the risk of postoperative apnea and hypoxemia. ##end_quote## 라는 설명에 따르면, 카우달 블록과 세보플루란 마스크 진정은 자발호흡을 유지하고, 기관삽관 및 전신마취 관련 합병증(인후통, 쉰목소리, 연하곤란 등)을 줄이며, 특히 신생아 및 영아에서 수술 후 무호흡과 저산소혈증 위험을 감소시키는 장점이 있습니다.
<ANSWER>: 소아 서혜부 탈장 수술에서 카우달 블록과 세보플루란 마스크 진정은 자발호흡 유지, 기관삽관 회피, 전신마취 관련 합병증 감소, 신생아·영아에서 무호흡 및 저산소혈증 위험 감소 등의 장점이 있습니다.",APM-14-434.md
네불라이저를 통한 약물 투여가 소아 프리메디케이션에서 경구 또는 비강 투여에 비해 가지는 장점은 무엇인가요?,"##Reason: 문서에서 ##begin_quote## Studies have reported higher bioavailability and fewer adverse events with the nebulized route than with oral or intranasal administration ##end_quote## 및 ##begin_quote## The inhaled drugs administered through nebulization were comparatively more effective, quicker onset, and safer than oral or intranasal routes for pediatric premedication ##end_quote## 라고 하여 네불라이저 투여의 장점을 설명합니다.
<ANSWER>: 네불라이저를 통한 약물 투여는 경구 또는 비강 투여에 비해 생체이용률이 높고 부작용이 적으며, 효과가 더 빠르고 안전하게 진정 효과를 얻을 수 있다는 장점이 있습니다.","['Studies have reported higher bioavailability and fewer adverse events with the nebulized route than with oral or intranasal administration [7-10].', 'The atomizer used for nebulization creates small particulate forms of the drug, creating a thin layer around the buccal, nasal, and respiratory mucosa [9]. The inhaled drugs administered through nebulization were comparatively more effective, quicker onset, and safer than oral or intranasal routes for pediatric premedication [8,9,11,12].']",apm-21081.md,"['The incidence of complications during the emergence period was higher with i-gel than with the AuraGain, but without statistical significance (2.2% vs. 10.8%; mean difference [95% CI], 8.4 [-2.6 to 20.5]%; P = 0.1). Complications in the i-gel group included laryngospasm, coughing, breath-holding, and desaturation (< 90%). However, none of these cases required additional management procedures such as tracheal intubation.', 'A complication occurred in one patient (2.2%) from the AuraGain group and in four patients (10.8%) from the i-gel group.']","##Reason: 문서에 따르면 ##begin_quote## Complications in the i-gel group included laryngospasm, coughing, breath-holding, and desaturation (< 90%). However, none of these cases required additional management procedures such as tracheal intubation. ##end_quote## 라고 하였습니다. 주요 합병증은 후두경련, 기침, 무호흡, 저산소증 등이 있으며, 대부분 보존적 처치로 해결됩니다.
<ANSWER>: AuraGain과 i-gel 사용 시 주요 합병증으로는 후두경련, 기침, 무호흡, 저산소증 등이 있으며, 발생 빈도는 i-gel에서 더 높게 보고되었습니다. 대부분의 경우 추가적인 처치 없이 회복되나, 증상 악화 시 기도 확보 등 적극적 대처가 필요합니다.",apm-2020-15-2-173.md
"네불라이저 덱스메데토미딘과 케타민의 소아 프리메디케이션 용량은 각각 어떻게 설정되었으며, 희석 방법은 무엇인가요?","##Reason: 문서에 따르면 ##begin_quote## Patients were randomly divided into group D (nebulized dexmedetomidine 2 μg/kg, 35 patients) and group K (nebulized ketamine, 2 mg/kg, 35 patients) ##end_quote## 및 ##begin_quote## The study drug was diluted in 4 ml by adding 0.9% normal saline in both groups ##end_quote## 라고 하여 용량과 희석 방법을 명확히 제시하고 있습니다.
<ANSWER>: 네불라이저 덱스메데토미딘은 2 μg/kg, 케타민은 2 mg/kg을 각각 0.9% 생리식염수로 4 ml로 희석하여 투여합니다.","['Patients were randomly divided into group D (nebulized dexmedetomidine 2 μg/kg, 35 patients) and group K (nebulized ketamine, 2 mg/kg, 35 patients) using a computer-generated random number table.', 'The study drug was diluted in 4 ml by adding 0.9% normal saline in both groups.']",apm-21081.md,"['The median Ramsay sedation scale at 30 min was 3 (1-4) in group D and 3 (1-3) in group K(P = 0.002) (Table 3). At 30 min, 16 (45.7%) patients in group D and 8 (22.8%) patients in group K achieved an RSS of 3 (P = 0.002), whereas RSS 4 was achieved in 6 (17.1%) patients in group D and none in group K.', 'This indicates that the dexmedetomidine group provided better sedation than the ketamine group.']","##Reason: 문서에서 ##begin_quote## At 30 min, 16 (45.7%) patients in group D and 8 (22.8%) patients in group K achieved an RSS of 3 (P = 0.002), whereas RSS 4 was achieved in 6 (17.1%) patients in group D and none in group K ##end_quote## 라고 하여 덱스메데토미딘이 케타민보다 더 우수한 진정 효과를 보였음을 알 수 있습니다.
<ANSWER>: 네불라이저 덱스메데토미딘은 30분 후 케타민보다 더 높은 진정 효과를 보였으며, RSS 3 이상의 진정에 도달한 환자 비율이 더 높았습니다.",apm-21081.md
덱스메데토미딘과 케타민의 네불라이저 투여 시 30분 후 진정 효과(Ramsay sedation scale 기준)는 어떻게 비교되었나요?,"##Reason: 문서에서 ##begin_quote## At 30 min, 16 (45.7%) patients in group D and 8 (22.8%) patients in group K achieved an RSS of 3 (P = 0.002), whereas RSS 4 was achieved in 6 (17.1%) patients in group D and none in group K ##end_quote## 라고 하여 덱스메데토미딘이 케타민보다 더 우수한 진정 효과를 보였음을 알 수 있습니다.
<ANSWER>: 네불라이저 덱스메데토미딘은 30분 후 케타민보다 더 높은 진정 효과를 보였으며, RSS 3 이상의 진정에 도달한 환자 비율이 더 높았습니다.","['The median Ramsay sedation scale at 30 min was 3 (1-4) in group D and 3 (1-3) in group K(P = 0.002) (Table 3). At 30 min, 16 (45.7%) patients in group D and 8 (22.8%) patients in group K achieved an RSS of 3 (P = 0.002), whereas RSS 4 was achieved in 6 (17.1%) patients in group D and none in group K.', 'This indicates that the dexmedetomidine group provided better sedation than the ketamine group.']",apm-21081.md,"['The children were randomized into either the low-dose (1.0%) end-tidal sevoflurane concentration group (Group LS) or the high-dose (2.5%) end-tidal sevoflurane concentration group (Group HS).', 'The difference in the incidence rate of EA between Group LS and Group HS on the basis of a four-point agitation scale score ≥ 3 at 30 min after arrival in the PACU was statistically significant (rate difference, -50.0% [95% CI: -71.91 to -28.09%], P < 0.001).', 'Moreover, the difference in the incidence rate of EA between Group LS and Group HS on the basis of a PAED scale score ≥ 10 at 30 min after arrival in the PACU was statistically significant (rate difference, -40.0% [95% CI: -61.47 to -18.52%], P < 0.001).']","##Reason: 문서의 ##begin_quote## The difference in the incidence rate of EA between Group LS and Group HS on the basis of a four-point agitation scale score ≥ 3 at 30 min after arrival in the PACU was statistically significant (rate difference, -50.0% [95% CI: -71.91 to -28.09%], P < 0.001). Moreover, the difference in the incidence rate of EA between Group LS and Group HS on the basis of a PAED scale score ≥ 10 at 30 min after arrival in the PACU was statistically significant (rate difference, -40.0% [95% CI: -61.47 to -18.52%], P < 0.001). ##end_quote## 라는 결과에 따르면, 1.0% 세보플루란 사용군에서 2.5% 사용군에 비해 EA 발생률이 유의하게 낮았습니다.
<ANSWER>: 카우달 블록과 병행한 세보플루란 마스크 진정에서 1.0% 농도 사용 시 2.5%에 비해 EA 발생률이 현저히 낮습니다.",APM-14-434.md
